/content/drive/MyDrive/KsponSpeech
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000001.pcm	50368
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000002.pcm	169440
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000003.pcm	197120
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000004.pcm	146016
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000005.pcm	81168
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000006.pcm	61792
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000007.pcm	193520
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000008.pcm	20688
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000009.pcm	101280
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000010.pcm	48944
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000011.pcm	56816
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000012.pcm	93968
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000013.pcm	45552
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000014.pcm	73376
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000015.pcm	103632
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000016.pcm	44672
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000017.pcm	59360
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000018.pcm	53904
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000019.pcm	78880
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000020.pcm	132608
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000021.pcm	18240
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000022.pcm	82704
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000023.pcm	148320
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000024.pcm	123728
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000025.pcm	34752
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000026.pcm	25568
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000027.pcm	77040
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000028.pcm	43424
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000029.pcm	18016
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000030.pcm	239441
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000031.pcm	77760
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000032.pcm	20704
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000033.pcm	116592
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000034.pcm	69440
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000035.pcm	43184
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000036.pcm	20496
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000037.pcm	141248
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000038.pcm	27904
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000039.pcm	153008
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000040.pcm	64032
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000041.pcm	51504
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000042.pcm	22048
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000043.pcm	27264
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000044.pcm	26992
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000045.pcm	25968
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000046.pcm	128896
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000047.pcm	30992
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000048.pcm	69680
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000049.pcm	159024
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000050.pcm	39824
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000051.pcm	41504
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000052.pcm	28592
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000053.pcm	67232
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000054.pcm	33904
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000055.pcm	95152
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000056.pcm	134688
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000057.pcm	32464
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000058.pcm	466416
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000059.pcm	36224
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000060.pcm	81599
